id,name,value,category
11466,User11466,65,C
11467,User11467,33,A
11468,User11468,60,C
11469,User11469,72,A
11470,User11470,31,A
11471,User11471,95,A
11472,User11472,85,B
11473,User11473,38,C
11474,User11474,65,B
11475,User11475,85,C
11476,User11476,45,B
11477,User11477,51,B
11478,User11478,46,A
11479,User11479,57,A
11480,User11480,45,B
11481,User11481,5,C
11482,User11482,5,C
11483,User11483,93,C
11484,User11484,99,B
11485,User11485,57,B
11486,User11486,70,B
11487,User11487,96,C
11488,User11488,28,C
11489,User11489,96,C
11490,User11490,58,B
11491,User11491,85,B
11492,User11492,39,A
11493,User11493,33,B
11494,User11494,39,C
11495,User11495,83,A
11496,User11496,36,C
11497,User11497,5,C
11498,User11498,35,C
11499,User11499,12,A
11500,User11500,0,B
11501,User11501,60,B
11502,User11502,28,A
11503,User11503,45,C
11504,User11504,53,C
11505,User11505,71,B
11506,User11506,94,B
11507,User11507,29,C
11508,User11508,5,A
11509,User11509,13,C
11510,User11510,41,A
11511,User11511,71,A
11512,User11512,94,B
11513,User11513,50,C
11514,User11514,100,A
11515,User11515,27,B
11516,User11516,14,A
11517,User11517,47,C
11518,User11518,26,A
11519,User11519,56,A
11520,User11520,9,B
11521,User11521,39,C
11522,User11522,87,C
11523,User11523,69,C
11524,User11524,19,C
11525,User11525,36,B
11526,User11526,64,A
11527,User11527,92,B
11528,User11528,63,A
11529,User11529,28,B
11530,User11530,3,C
11531,User11531,92,C
11532,User11532,34,A
11533,User11533,77,B
11534,User11534,62,C
11535,User11535,87,B
11536,User11536,62,C
11537,User11537,60,B
11538,User11538,2,B
11539,User11539,63,A
11540,User11540,59,C
11541,User11541,100,A
11542,User11542,79,C
11543,User11543,80,C
11544,User11544,64,C
11545,User11545,50,C
11546,User11546,53,A
11547,User11547,12,A
11548,User11548,19,B
11549,User11549,20,C
11550,User11550,49,A
11551,User11551,80,C
11552,User11552,62,A
11553,User11553,63,B
11554,User11554,36,A
11555,User11555,14,C
11556,User11556,13,C
11557,User11557,1,B
11558,User11558,14,A
11559,User11559,87,B
11560,User11560,75,C
11561,User11561,7,A
11562,User11562,86,B
11563,User11563,17,C
11564,User11564,1,B
11565,User11565,8,A
11566,User11566,1,B
11567,User11567,93,B
11568,User11568,49,A
11569,User11569,82,C
11570,User11570,98,A
11571,User11571,85,C
11572,User11572,30,A
11573,User11573,15,A
11574,User11574,93,C
11575,User11575,96,C
11576,User11576,79,A
11577,User11577,11,C
11578,User11578,84,C
11579,User11579,88,C
11580,User11580,81,B
11581,User11581,93,B
11582,User11582,78,B
11583,User11583,57,B
11584,User11584,65,A
11585,User11585,31,C
11586,User11586,78,B
11587,User11587,53,C
11588,User11588,2,A
11589,User11589,22,A
11590,User11590,63,B
11591,User11591,29,C
11592,User11592,2,A
11593,User11593,63,C
11594,User11594,61,B
11595,User11595,77,A
11596,User11596,84,C
11597,User11597,51,B
11598,User11598,39,C
11599,User11599,64,B
11600,User11600,97,A
11601,User11601,80,B
11602,User11602,68,C
11603,User11603,90,B
11604,User11604,68,A
11605,User11605,85,A
11606,User11606,57,B
11607,User11607,85,B
11608,User11608,49,A
11609,User11609,37,C
11610,User11610,11,C
11611,User11611,97,C
11612,User11612,13,B
11613,User11613,75,C
11614,User11614,68,B
11615,User11615,63,A
11616,User11616,42,C
11617,User11617,41,B
11618,User11618,52,C
11619,User11619,75,A
11620,User11620,20,B
11621,User11621,71,B
11622,User11622,30,C
11623,User11623,27,C
11624,User11624,88,A
11625,User11625,94,B
11626,User11626,72,C
11627,User11627,73,B
11628,User11628,8,A
11629,User11629,9,C
11630,User11630,46,C
11631,User11631,41,A
11632,User11632,41,A
11633,User11633,28,B
11634,User11634,50,A
11635,User11635,92,A
11636,User11636,91,B
11637,User11637,61,A
11638,User11638,61,A
11639,User11639,11,A
11640,User11640,76,B
11641,User11641,56,A
11642,User11642,17,B
11643,User11643,36,A
11644,User11644,58,C
11645,User11645,49,B
11646,User11646,85,A
11647,User11647,21,A
11648,User11648,66,A
11649,User11649,6,B
11650,User11650,87,C
11651,User11651,29,A
11652,User11652,32,A
11653,User11653,20,C
11654,User11654,84,B
11655,User11655,24,C
11656,User11656,16,C
11657,User11657,61,C
11658,User11658,74,B
11659,User11659,69,B
11660,User11660,67,A
11661,User11661,91,B
11662,User11662,98,C
11663,User11663,96,B
11664,User11664,38,A
11665,User11665,33,C
11666,User11666,34,B
11667,User11667,57,A
11668,User11668,9,A
11669,User11669,13,A
11670,User11670,6,A
11671,User11671,27,C
11672,User11672,57,A
11673,User11673,4,C
11674,User11674,48,B
11675,User11675,84,C
11676,User11676,29,C
11677,User11677,90,B
11678,User11678,68,A
11679,User11679,14,A
11680,User11680,30,C
11681,User11681,40,B
11682,User11682,42,A
11683,User11683,78,C
11684,User11684,42,B
11685,User11685,34,A
11686,User11686,45,B
11687,User11687,42,C
11688,User11688,82,B
11689,User11689,60,B
11690,User11690,19,B
11691,User11691,77,C
11692,User11692,17,A
11693,User11693,86,C
11694,User11694,39,C
11695,User11695,70,B
11696,User11696,31,B
11697,User11697,59,C
11698,User11698,3,A
11699,User11699,18,A
11700,User11700,13,A
11701,User11701,10,B
11702,User11702,8,A
11703,User11703,24,B
11704,User11704,91,A
11705,User11705,12,A
11706,User11706,87,C
11707,User11707,46,B
11708,User11708,87,A
11709,User11709,51,B
11710,User11710,29,C
11711,User11711,58,B
11712,User11712,8,A
11713,User11713,42,C
11714,User11714,29,B
11715,User11715,13,C
11716,User11716,94,B
11717,User11717,0,C
11718,User11718,23,A
11719,User11719,15,B
11720,User11720,11,C
11721,User11721,73,B
11722,User11722,100,C
11723,User11723,55,A
11724,User11724,12,B
11725,User11725,22,A
11726,User11726,70,B
11727,User11727,66,B
11728,User11728,92,C
11729,User11729,0,C
11730,User11730,71,B
11731,User11731,37,C
11732,User11732,15,C
11733,User11733,58,C
11734,User11734,4,A
11735,User11735,80,B
11736,User11736,58,B
11737,User11737,82,B
11738,User11738,13,C
11739,User11739,16,B
11740,User11740,33,C
11741,User11741,5,C
11742,User11742,6,C
11743,User11743,62,A
11744,User11744,35,C
11745,User11745,89,B
11746,User11746,42,A
11747,User11747,82,C
11748,User11748,38,A
11749,User11749,70,C
11750,User11750,40,C
11751,User11751,61,C
11752,User11752,40,C
11753,User11753,49,C
11754,User11754,72,B
11755,User11755,8,B
11756,User11756,71,C
11757,User11757,56,C
11758,User11758,25,A
11759,User11759,11,B
11760,User11760,5,B
11761,User11761,14,A
11762,User11762,49,B
11763,User11763,25,A
11764,User11764,86,B
11765,User11765,18,B
11766,User11766,11,C
11767,User11767,28,C
11768,User11768,62,B
11769,User11769,6,B
11770,User11770,22,C
11771,User11771,67,A
11772,User11772,20,B
11773,User11773,56,C
11774,User11774,43,B
11775,User11775,5,B
11776,User11776,8,A
11777,User11777,82,B
11778,User11778,25,C
11779,User11779,97,C
11780,User11780,17,A
11781,User11781,48,C
11782,User11782,27,C
11783,User11783,83,A
11784,User11784,33,B
11785,User11785,18,C
11786,User11786,22,B
11787,User11787,74,C
11788,User11788,76,C
11789,User11789,7,A
11790,User11790,36,B
11791,User11791,100,A
11792,User11792,62,A
11793,User11793,58,A
11794,User11794,14,A
11795,User11795,84,C
11796,User11796,59,C
11797,User11797,28,A
11798,User11798,86,B
11799,User11799,78,B
11800,User11800,0,B
11801,User11801,27,C
11802,User11802,85,B
11803,User11803,3,C
11804,User11804,91,A
11805,User11805,25,C
11806,User11806,45,C
11807,User11807,95,B
11808,User11808,65,B
11809,User11809,74,B
11810,User11810,13,B
11811,User11811,83,C
11812,User11812,58,A
11813,User11813,64,C
11814,User11814,59,C
11815,User11815,77,C
11816,User11816,20,C
11817,User11817,93,B
11818,User11818,79,B
11819,User11819,27,C
11820,User11820,34,C
11821,User11821,55,C
11822,User11822,74,B
11823,User11823,71,B
11824,User11824,68,A
11825,User11825,73,C
11826,User11826,59,B
11827,User11827,27,B
11828,User11828,54,A
11829,User11829,56,A
11830,User11830,59,A
11831,User11831,81,B
11832,User11832,81,C
11833,User11833,95,C
11834,User11834,22,C
11835,User11835,79,B
11836,User11836,34,B
11837,User11837,86,C
11838,User11838,66,B
11839,User11839,15,C
11840,User11840,86,B
11841,User11841,53,C
11842,User11842,65,B
11843,User11843,34,C
11844,User11844,84,C
11845,User11845,66,A
11846,User11846,75,B
11847,User11847,33,B
11848,User11848,74,C
11849,User11849,75,B
11850,User11850,90,C
11851,User11851,31,C
11852,User11852,46,B
11853,User11853,23,A
11854,User11854,88,B
11855,User11855,51,C
11856,User11856,0,A
11857,User11857,84,A
11858,User11858,2,B
11859,User11859,93,B
11860,User11860,68,A
11861,User11861,14,A
11862,User11862,17,A
11863,User11863,40,A
11864,User11864,93,C
11865,User11865,89,A
11866,User11866,55,B
11867,User11867,64,A
11868,User11868,47,B
11869,User11869,64,A
11870,User11870,19,B
11871,User11871,21,B
11872,User11872,37,A
11873,User11873,79,A
11874,User11874,13,C
11875,User11875,22,A
11876,User11876,94,C
11877,User11877,26,C
11878,User11878,13,C
11879,User11879,93,C
11880,User11880,59,C
11881,User11881,70,B
11882,User11882,97,B
11883,User11883,4,B
11884,User11884,72,C
11885,User11885,56,C
11886,User11886,62,A
11887,User11887,79,A
11888,User11888,60,A
11889,User11889,22,C
11890,User11890,17,A
11891,User11891,20,B
11892,User11892,11,A
11893,User11893,44,B
11894,User11894,43,B
11895,User11895,12,B
11896,User11896,59,B
11897,User11897,83,B
11898,User11898,33,A
11899,User11899,86,C
11900,User11900,37,A
11901,User11901,2,C
11902,User11902,35,A
11903,User11903,21,A
11904,User11904,17,C
11905,User11905,31,B
11906,User11906,63,C
11907,User11907,14,B
11908,User11908,79,B
11909,User11909,2,B
11910,User11910,29,A
11911,User11911,5,B
11912,User11912,66,B
11913,User11913,55,C
11914,User11914,25,A
11915,User11915,19,A
11916,User11916,43,A
11917,User11917,16,C
11918,User11918,7,C
11919,User11919,70,A
11920,User11920,9,C
11921,User11921,100,C
11922,User11922,1,B
11923,User11923,4,B
11924,User11924,98,A
11925,User11925,37,A
11926,User11926,82,A
11927,User11927,57,B
11928,User11928,26,B
11929,User11929,22,B
11930,User11930,8,A
11931,User11931,27,A
11932,User11932,91,C
11933,User11933,10,C
11934,User11934,40,A
11935,User11935,30,A
11936,User11936,1,A
11937,User11937,7,A
11938,User11938,4,C
11939,User11939,36,B
11940,User11940,80,A
11941,User11941,2,A
11942,User11942,100,A
11943,User11943,46,B
11944,User11944,46,A
11945,User11945,14,B
11946,User11946,12,A
11947,User11947,16,C
11948,User11948,71,C
11949,User11949,63,A
11950,User11950,16,C
11951,User11951,49,A
11952,User11952,9,A
11953,User11953,87,B
11954,User11954,97,C
11955,User11955,24,C
11956,User11956,66,B
11957,User11957,71,A
11958,User11958,29,A
11959,User11959,89,A
11960,User11960,28,A
11961,User11961,44,B
11962,User11962,48,B
11963,User11963,99,C
11964,User11964,100,C
11965,User11965,16,A
11966,User11966,7,B
11967,User11967,8,B
11968,User11968,21,C
11969,User11969,46,B
11970,User11970,2,B
11971,User11971,72,C
11972,User11972,92,B
11973,User11973,89,B
11974,User11974,40,C
11975,User11975,30,A
11976,User11976,47,C
11977,User11977,5,A
11978,User11978,57,C
11979,User11979,9,C
11980,User11980,58,A
11981,User11981,10,A
11982,User11982,91,C
11983,User11983,49,A
11984,User11984,86,C
11985,User11985,45,C
11986,User11986,52,A
11987,User11987,22,C
11988,User11988,37,B
11989,User11989,26,B
11990,User11990,52,A
11991,User11991,43,C
11992,User11992,32,A
11993,User11993,49,C
11994,User11994,95,C
11995,User11995,96,C
11996,User11996,3,C
11997,User11997,22,B
11998,User11998,78,B
11999,User11999,14,A
12000,User12000,0,C
12001,User12001,31,C
12002,User12002,30,B
12003,User12003,36,C
12004,User12004,24,B
12005,User12005,9,B
12006,User12006,63,B
12007,User12007,1,C
12008,User12008,65,B
12009,User12009,19,C
12010,User12010,42,A
12011,User12011,37,A
12012,User12012,5,C
12013,User12013,40,C
12014,User12014,19,C
12015,User12015,93,B
12016,User12016,65,C
12017,User12017,88,B
12018,User12018,65,B
12019,User12019,29,B
12020,User12020,7,B
12021,User12021,54,C
12022,User12022,54,C
12023,User12023,67,A
12024,User12024,74,A
12025,User12025,46,B
12026,User12026,47,C
12027,User12027,23,A
12028,User12028,24,A
12029,User12029,26,A
12030,User12030,36,C
12031,User12031,10,B
12032,User12032,95,A
12033,User12033,77,B
12034,User12034,55,B
12035,User12035,1,B
12036,User12036,55,B
12037,User12037,14,A
12038,User12038,80,B
12039,User12039,4,A
12040,User12040,88,B
12041,User12041,85,B
12042,User12042,40,B
12043,User12043,53,B
12044,User12044,26,B
12045,User12045,3,C
12046,User12046,62,C
12047,User12047,75,C
12048,User12048,76,C
12049,User12049,62,A
12050,User12050,75,A
12051,User12051,43,C
12052,User12052,50,A
12053,User12053,37,B
12054,User12054,91,A
12055,User12055,91,C
12056,User12056,44,A
12057,User12057,32,B
12058,User12058,34,B
12059,User12059,94,B
12060,User12060,22,B
12061,User12061,66,B
12062,User12062,4,C
12063,User12063,74,A
12064,User12064,91,C
12065,User12065,72,A
12066,User12066,60,C
12067,User12067,87,B
12068,User12068,5,C
12069,User12069,15,C
12070,User12070,32,B
12071,User12071,57,A
12072,User12072,98,B
12073,User12073,100,A
12074,User12074,41,B
12075,User12075,24,C
12076,User12076,7,C
12077,User12077,95,B
12078,User12078,33,A
12079,User12079,99,C
12080,User12080,41,B
12081,User12081,38,C
12082,User12082,31,B
12083,User12083,56,B
12084,User12084,34,C
12085,User12085,61,C
12086,User12086,99,A
12087,User12087,79,A
12088,User12088,49,C
12089,User12089,37,A
12090,User12090,87,A
12091,User12091,75,A
12092,User12092,12,C
12093,User12093,26,A
12094,User12094,83,A
12095,User12095,67,A
12096,User12096,65,C
12097,User12097,97,B
12098,User12098,99,A
12099,User12099,36,B
12100,User12100,81,B
12101,User12101,23,B
12102,User12102,63,B
12103,User12103,99,A
12104,User12104,29,C
12105,User12105,13,C
12106,User12106,85,A
12107,User12107,68,B
12108,User12108,8,C
12109,User12109,43,A
12110,User12110,76,B
12111,User12111,46,C
12112,User12112,50,C
12113,User12113,31,B
12114,User12114,100,C
12115,User12115,60,A
12116,User12116,67,B
12117,User12117,96,C
12118,User12118,86,C
12119,User12119,93,C
12120,User12120,5,A
12121,User12121,95,C
12122,User12122,36,C
12123,User12123,96,C
12124,User12124,92,B
12125,User12125,8,B
12126,User12126,13,C
12127,User12127,9,B
12128,User12128,3,B
12129,User12129,9,A
12130,User12130,80,C
12131,User12131,18,C
12132,User12132,40,B
12133,User12133,44,B
12134,User12134,93,C
12135,User12135,37,C
12136,User12136,39,B
12137,User12137,70,B
12138,User12138,33,C
12139,User12139,55,A
12140,User12140,93,C
12141,User12141,96,A
12142,User12142,20,B
12143,User12143,23,B
12144,User12144,72,A
12145,User12145,60,B
12146,User12146,52,A
12147,User12147,98,A
12148,User12148,74,B
12149,User12149,68,B
12150,User12150,65,C
12151,User12151,7,C
12152,User12152,83,B
12153,User12153,95,B
12154,User12154,13,C
12155,User12155,77,C
12156,User12156,78,C
12157,User12157,78,A
12158,User12158,41,B
12159,User12159,11,A
12160,User12160,8,C
12161,User12161,95,A
12162,User12162,98,A
12163,User12163,82,B
12164,User12164,93,B
12165,User12165,74,C
12166,User12166,11,A
12167,User12167,88,A
12168,User12168,52,B
12169,User12169,25,B
12170,User12170,52,A
12171,User12171,75,C
12172,User12172,6,A
12173,User12173,76,B
12174,User12174,66,C
12175,User12175,40,B
12176,User12176,34,B
12177,User12177,85,A
12178,User12178,75,B
12179,User12179,46,B
12180,User12180,57,C
12181,User12181,18,A
12182,User12182,76,A
12183,User12183,76,C
12184,User12184,82,C
12185,User12185,12,B
12186,User12186,14,A
12187,User12187,17,B
12188,User12188,56,A
12189,User12189,89,B
12190,User12190,75,B
12191,User12191,99,C
12192,User12192,26,C
12193,User12193,75,C
12194,User12194,13,A
12195,User12195,73,A
12196,User12196,41,C
12197,User12197,50,B
12198,User12198,21,A
12199,User12199,15,C
12200,User12200,73,A
12201,User12201,86,C
12202,User12202,19,A
12203,User12203,74,B
12204,User12204,78,B
12205,User12205,56,C
12206,User12206,62,A
12207,User12207,1,A
12208,User12208,51,C
12209,User12209,50,A
12210,User12210,30,B
12211,User12211,40,B
12212,User12212,54,B
12213,User12213,98,B
12214,User12214,28,A
12215,User12215,32,B
12216,User12216,100,B
12217,User12217,29,A
12218,User12218,91,B
12219,User12219,90,C
12220,User12220,31,A
12221,User12221,1,C
12222,User12222,24,B
12223,User12223,31,C
12224,User12224,61,B
12225,User12225,35,A
12226,User12226,67,A
12227,User12227,100,A
12228,User12228,37,B
12229,User12229,66,C
12230,User12230,45,C
12231,User12231,89,A
12232,User12232,33,B
12233,User12233,81,B
12234,User12234,12,A
12235,User12235,54,C
12236,User12236,87,B
12237,User12237,36,B
12238,User12238,91,C
12239,User12239,69,B
12240,User12240,26,A
12241,User12241,22,A
12242,User12242,26,B
12243,User12243,0,B
12244,User12244,10,C
12245,User12245,57,C
12246,User12246,65,A
12247,User12247,68,A
12248,User12248,48,B
12249,User12249,85,B
12250,User12250,83,B
12251,User12251,11,C
12252,User12252,58,C
12253,User12253,38,C
12254,User12254,36,B
12255,User12255,91,A
12256,User12256,28,B
12257,User12257,52,C
12258,User12258,79,A
12259,User12259,95,A
12260,User12260,25,B
12261,User12261,79,A
12262,User12262,60,A
12263,User12263,23,A
12264,User12264,2,A
12265,User12265,87,A
12266,User12266,3,B
12267,User12267,52,A
12268,User12268,55,A
12269,User12269,55,A
12270,User12270,79,B
12271,User12271,24,A
12272,User12272,73,A
12273,User12273,69,B
12274,User12274,87,C
12275,User12275,33,A
12276,User12276,41,B
12277,User12277,68,B
12278,User12278,94,B
12279,User12279,37,A
12280,User12280,73,B
12281,User12281,78,A
12282,User12282,36,B
12283,User12283,43,C
12284,User12284,65,B
12285,User12285,11,B
12286,User12286,94,B
12287,User12287,52,C
12288,User12288,75,A
12289,User12289,70,B
12290,User12290,60,C
12291,User12291,79,B
12292,User12292,8,C
12293,User12293,72,C
12294,User12294,45,B
12295,User12295,50,B
12296,User12296,59,A
12297,User12297,27,A
12298,User12298,64,A
12299,User12299,46,A
12300,User12300,93,C
12301,User12301,9,B
12302,User12302,23,C
12303,User12303,67,A
12304,User12304,69,C
12305,User12305,97,A
12306,User12306,62,C
12307,User12307,24,B
12308,User12308,49,A
12309,User12309,29,A
12310,User12310,19,C
12311,User12311,55,A
12312,User12312,57,B
12313,User12313,36,C
12314,User12314,23,B
12315,User12315,2,A
12316,User12316,42,C
12317,User12317,82,A
12318,User12318,53,B
12319,User12319,73,C
12320,User12320,78,B
12321,User12321,12,B
12322,User12322,15,B
12323,User12323,62,C
12324,User12324,69,C
12325,User12325,47,A
12326,User12326,4,C
12327,User12327,100,A
12328,User12328,70,A
12329,User12329,53,C
12330,User12330,3,C
12331,User12331,28,A
12332,User12332,10,B
12333,User12333,14,B
12334,User12334,27,B
12335,User12335,10,B
12336,User12336,9,B
12337,User12337,91,C
12338,User12338,94,C
12339,User12339,20,B
12340,User12340,96,A
12341,User12341,99,A
12342,User12342,0,B
12343,User12343,72,A
12344,User12344,19,A
12345,User12345,5,C
12346,User12346,83,B
12347,User12347,73,C
12348,User12348,80,B
12349,User12349,76,B
12350,User12350,96,B
12351,User12351,83,A
12352,User12352,72,B
12353,User12353,22,C
12354,User12354,36,C
12355,User12355,97,B
12356,User12356,4,C
12357,User12357,71,B
12358,User12358,49,C
12359,User12359,39,A
12360,User12360,77,C
12361,User12361,20,C
12362,User12362,54,C
12363,User12363,100,B
12364,User12364,83,C
12365,User12365,13,C
12366,User12366,84,A
12367,User12367,85,B
12368,User12368,61,A
12369,User12369,41,B
12370,User12370,74,B
12371,User12371,90,B
12372,User12372,45,A
12373,User12373,67,C
12374,User12374,59,C
12375,User12375,92,B
12376,User12376,92,C
12377,User12377,15,C
12378,User12378,45,C
12379,User12379,70,C
12380,User12380,78,B
12381,User12381,50,A
12382,User12382,4,A
12383,User12383,7,B
12384,User12384,9,B
12385,User12385,24,B
12386,User12386,60,B
12387,User12387,82,B
12388,User12388,22,C
12389,User12389,67,B
12390,User12390,39,A
12391,User12391,5,B
12392,User12392,54,C
12393,User12393,46,C
12394,User12394,85,A
12395,User12395,39,B
12396,User12396,1,B
12397,User12397,96,A
12398,User12398,64,C
12399,User12399,98,C
12400,User12400,79,C
12401,User12401,53,C
12402,User12402,1,C
12403,User12403,69,C
12404,User12404,19,A
12405,User12405,27,C
12406,User12406,16,C
12407,User12407,45,A
12408,User12408,54,B
12409,User12409,3,A
12410,User12410,42,B
12411,User12411,10,C
12412,User12412,33,C
12413,User12413,57,C
12414,User12414,72,A
12415,User12415,24,B
12416,User12416,100,C
12417,User12417,25,B
12418,User12418,72,A
12419,User12419,70,A
12420,User12420,24,B
12421,User12421,81,C
12422,User12422,36,B
12423,User12423,72,C
12424,User12424,67,C
12425,User12425,63,C
12426,User12426,46,C
12427,User12427,76,A
12428,User12428,67,B
12429,User12429,4,A
12430,User12430,26,C
12431,User12431,61,A
12432,User12432,67,C
12433,User12433,53,A
12434,User12434,72,C
12435,User12435,99,C
12436,User12436,80,C
12437,User12437,79,C
12438,User12438,3,A
12439,User12439,17,A
12440,User12440,55,B
12441,User12441,81,B
12442,User12442,23,B
12443,User12443,45,B
12444,User12444,42,A
12445,User12445,90,B
12446,User12446,92,B
12447,User12447,91,B
12448,User12448,70,B
12449,User12449,88,B
12450,User12450,26,C
12451,User12451,45,A
12452,User12452,3,B
12453,User12453,22,C
12454,User12454,7,B
12455,User12455,49,B
12456,User12456,39,A
12457,User12457,86,A
12458,User12458,22,C
12459,User12459,63,C
12460,User12460,40,A
12461,User12461,65,C
12462,User12462,78,B
12463,User12463,20,B
12464,User12464,61,C
12465,User12465,37,C
12466,User12466,94,B
12467,User12467,66,A
12468,User12468,68,A
12469,User12469,30,C
12470,User12470,58,A
12471,User12471,71,B
12472,User12472,96,A
12473,User12473,5,C
12474,User12474,58,B
12475,User12475,41,A
12476,User12476,15,B
12477,User12477,89,B
12478,User12478,61,C
12479,User12479,45,C
12480,User12480,100,B
12481,User12481,55,C
12482,User12482,98,A
12483,User12483,59,A
12484,User12484,21,A
12485,User12485,17,B
12486,User12486,21,A
12487,User12487,61,C
12488,User12488,35,B
12489,User12489,87,A
12490,User12490,71,C
12491,User12491,70,C
12492,User12492,65,A
12493,User12493,65,B
12494,User12494,77,C
12495,User12495,17,C
12496,User12496,81,C
12497,User12497,61,A
12498,User12498,41,B
12499,User12499,20,B
12500,User12500,60,A
12501,User12501,80,B
12502,User12502,81,C
12503,User12503,50,A
12504,User12504,47,C
12505,User12505,100,C
12506,User12506,53,C
12507,User12507,40,C
12508,User12508,59,B
12509,User12509,37,B
12510,User12510,39,A
12511,User12511,61,A
12512,User12512,15,B
12513,User12513,5,B
12514,User12514,11,B
12515,User12515,21,B
12516,User12516,70,C
12517,User12517,4,A
12518,User12518,11,B
12519,User12519,77,B
12520,User12520,18,A
12521,User12521,42,B
12522,User12522,29,B
12523,User12523,41,C
12524,User12524,96,C
12525,User12525,72,B
12526,User12526,54,A
12527,User12527,61,C
12528,User12528,15,C
12529,User12529,72,C
12530,User12530,10,A
12531,User12531,8,A
12532,User12532,14,C
12533,User12533,30,C
12534,User12534,82,B
12535,User12535,41,C
12536,User12536,99,B
12537,User12537,59,C
12538,User12538,28,A
12539,User12539,5,C
12540,User12540,15,B
12541,User12541,87,B
12542,User12542,74,B
12543,User12543,4,A
12544,User12544,55,A
12545,User12545,40,C
12546,User12546,37,C
12547,User12547,85,A
12548,User12548,4,A
12549,User12549,54,B
12550,User12550,70,C
12551,User12551,60,A
12552,User12552,82,B
12553,User12553,60,A
12554,User12554,100,A
12555,User12555,33,C
12556,User12556,69,B
12557,User12557,88,B
12558,User12558,70,B
12559,User12559,9,C
12560,User12560,94,B
12561,User12561,34,B
12562,User12562,92,A
12563,User12563,70,C
12564,User12564,99,B
12565,User12565,16,C
12566,User12566,40,A
12567,User12567,4,A
12568,User12568,20,A
12569,User12569,60,A
12570,User12570,0,A
12571,User12571,8,A
12572,User12572,65,C
12573,User12573,83,C
12574,User12574,5,C
12575,User12575,8,A
12576,User12576,38,A
12577,User12577,93,A
12578,User12578,98,C
12579,User12579,81,C
12580,User12580,18,B
12581,User12581,21,C
12582,User12582,71,B
12583,User12583,88,C
12584,User12584,61,A
12585,User12585,49,C
12586,User12586,84,A
12587,User12587,38,C
12588,User12588,76,C
12589,User12589,69,A
12590,User12590,31,C
12591,User12591,38,C
12592,User12592,32,C
12593,User12593,93,A
12594,User12594,8,C
12595,User12595,63,B
12596,User12596,17,C
12597,User12597,84,B
12598,User12598,1,A
12599,User12599,75,A
12600,User12600,34,A
12601,User12601,55,A
12602,User12602,18,C
12603,User12603,50,B
12604,User12604,38,C
12605,User12605,89,B
12606,User12606,24,A
12607,User12607,41,C
12608,User12608,6,B
12609,User12609,45,A
12610,User12610,84,B
12611,User12611,16,B
12612,User12612,50,B
12613,User12613,23,B
12614,User12614,56,A
12615,User12615,98,A
12616,User12616,76,A
12617,User12617,35,A
12618,User12618,66,B
12619,User12619,93,B
12620,User12620,12,C
12621,User12621,10,C
12622,User12622,12,B
12623,User12623,23,A
12624,User12624,88,C
12625,User12625,20,C
12626,User12626,100,B
12627,User12627,16,B
12628,User12628,46,C
12629,User12629,18,A
12630,User12630,17,A
12631,User12631,15,C
12632,User12632,94,A
12633,User12633,29,B
12634,User12634,48,C
12635,User12635,30,A
12636,User12636,85,C
12637,User12637,78,B
12638,User12638,8,A
12639,User12639,62,A
12640,User12640,51,A
12641,User12641,40,B
12642,User12642,67,B
12643,User12643,3,B
12644,User12644,19,B
12645,User12645,51,B
12646,User12646,27,C
12647,User12647,1,B
12648,User12648,26,B
12649,User12649,66,A
12650,User12650,80,A
12651,User12651,42,B
12652,User12652,45,A
12653,User12653,59,B
12654,User12654,13,A
12655,User12655,98,B
12656,User12656,81,A
12657,User12657,63,A
12658,User12658,59,B
12659,User12659,29,B
12660,User12660,9,C
12661,User12661,97,B
12662,User12662,84,B
12663,User12663,64,C
12664,User12664,100,A
12665,User12665,95,A
12666,User12666,60,A
12667,User12667,93,C
12668,User12668,49,C
12669,User12669,65,C
12670,User12670,64,B
12671,User12671,22,A
12672,User12672,26,C
12673,User12673,79,B
12674,User12674,12,C
12675,User12675,74,A
12676,User12676,15,B
12677,User12677,1,A
12678,User12678,89,C
12679,User12679,51,C
12680,User12680,45,C
12681,User12681,21,B
12682,User12682,74,B
12683,User12683,65,C
12684,User12684,44,A
12685,User12685,13,B
12686,User12686,96,B
12687,User12687,26,A
12688,User12688,91,C
12689,User12689,20,A
12690,User12690,41,A
12691,User12691,99,C
12692,User12692,21,B
12693,User12693,54,B
12694,User12694,95,C
12695,User12695,26,A
12696,User12696,30,B
12697,User12697,61,C
12698,User12698,2,B
12699,User12699,43,C
12700,User12700,17,C
12701,User12701,59,A
12702,User12702,86,C
12703,User12703,26,C
12704,User12704,2,C
12705,User12705,29,B
12706,User12706,44,C
12707,User12707,70,A
12708,User12708,31,C
12709,User12709,5,C
12710,User12710,7,C
12711,User12711,64,C
12712,User12712,87,A
12713,User12713,64,B
12714,User12714,94,B
12715,User12715,49,C
12716,User12716,84,B
12717,User12717,19,B
12718,User12718,32,C
12719,User12719,40,A
12720,User12720,34,C
12721,User12721,73,A
12722,User12722,53,C
12723,User12723,92,A
12724,User12724,6,B
12725,User12725,76,A
12726,User12726,86,A
12727,User12727,91,A
12728,User12728,44,C
12729,User12729,64,A
12730,User12730,28,C
12731,User12731,3,A
12732,User12732,100,C
12733,User12733,38,B
12734,User12734,2,B
12735,User12735,90,B
12736,User12736,69,B
12737,User12737,87,B
